market,funding_total_usd,status,country_code,founded_year,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_fincing,private_equity
Apps,600000,operating,,,200000,0,0,0,0,0,0
EnvironmentalInnovation,4500000,operating,IND,2013,0,4500000,0,0,0,0,0
E-Commerce,100000,operating,USA,,100000,0,0,0,0,0,0
Software,793621,operating,IRL,2011,793621,0,0,0,0,0,0
,41250,operating,,2010,41250,0,0,0,0,0,0
EnvironmentalInnovation,143500000,operating,USA,2005,0,60500000,0,0,0,80000000,0
,,operating,USA,,0,0,0,0,0,0,0
Mobile,76805032,acquired,LUX,2003,0,26555032,0,0,0,50000000,0
Alytics,250000,acquired,,2011,250000,0,0,0,0,0,0
Travel,523306,operating,CZE,2012,0,500000,0,0,0,0,0
WebHosting,68400000,acquired,USA,2000,0,68400000,0,0,0,0,0
CleanTechnology,50000000,operating,CAN,2009,0,0,0,0,0,50000000,0
SEO,320000,operating,,2003,320000,0,0,0,0,0,0
Security,10230000,operating,FRA,2003,0,10230000,0,0,0,0,0
Entertainment,,operating,USA,2010,0,0,0,0,0,0,0
Advertising,17000000,closed,USA,2003,0,17000000,0,0,0,0,0
Software,500000,operating,USA,2009,0,500000,0,0,0,0,0
Wireless,5000000,operating,USA,2008,0,5000000,0,0,0,0,0
,752472,operating,ITA,2013,0,752472,0,0,0,0,0
Mobile,2600000,closed,USA,2001,0,2600000,0,0,0,0,0
Transportation,5207611,operating,GBR,2003,0,5207611,0,0,0,0,0
BrandMarketing,500000,operating,USA,2012,500000,0,0,0,0,0,0
EnterpriseSoftware,,closed,,2009,0,0,0,0,0,0,0
Aerospace,595000,operating,USA,2012,0,0,0,0,595000,0,0
EnterpriseSoftware,,operating,USA,2011,0,0,0,0,0,0,0
CleanTechnology,4000000,operating,USA,2009,0,4000000,0,0,0,0,0
EnterpriseSoftware,29510000,operating,USA,2006,0,29510000,0,0,0,0,0
Software,25783619,operating,CHN,,0,25783619,0,0,0,0,0
VideoStreaming,6000000,operating,USA,2004,0,6000000,0,0,0,0,0
BigData,21575000,operating,USA,2012,1500000,19000000,0,0,0,1075000,0
MobileGames,41250,operating,HKG,,41250,0,0,0,0,0,0
FilmProduction,,operating,USA,2012,0,0,0,0,0,0,0
Licensing,1200000,operating,,2009,1200000,0,0,0,0,0,0
Software,1672000,operating,USA,2012,1532000,0,0,0,140000,0,0
Software,4000000,closed,USA,2001,0,4000000,0,0,0,0,0
AppMarketing,1673537,operating,USA,2005,0,1673537,0,0,0,0,0
SemanticSearch,25456000,operating,USA,2010,0,17000000,0,0,0,1756000,6700000
Biotechnology,1800000,operating,USA,2009,0,1800000,0,0,0,0,0
Recruiting,50000,operating,USA,2013,50000,0,0,0,0,0,0
EnterpriseSoftware,179950000,operating,USA,2009,1500000,178450000,0,0,0,0,0
Music,75663277,operating,USA,2006,0,70663277,0,0,0,5000000,0
DataCenters,250000,operating,USA,2014,0,0,0,0,250000,0,0
Education,10000000,operating,CHN,,0,0,0,0,0,0,0
News,1350,operating,USA,2014,0,0,0,0,0,0,0
Software,600000,,USA,,0,0,0,0,0,600000,0
Games,,closed,USA,2007,0,0,0,0,0,0,0
Biotechnology,4777000,operating,USA,2007,0,2787000,0,0,0,1990000,0
RealEstate,,operating,USA,2009,0,0,0,0,0,0,0
Education,1100000,operating,USA,2011,0,0,0,0,0,0,0
InvestmentMagement,2000000,,USA,2010,0,2000000,0,0,0,0,0
Software,30000,operating,USA,2012,0,0,0,0,0,30000,0
News,20000,operating,USA,2005,0,0,20000,0,0,0,0
Hardware+Software,785000,operating,USA,,0,500000,0,0,0,285000,0
HealthCare,1045984,operating,USA,1997,1045984,0,0,0,0,0,0
E-Commerce,45000000,operating,USA,1987,0,45000000,0,0,0,0,0
HealthCare,20000000,closed,USA,,0,20000000,0,0,0,0,0
Hardware+Software,15000,operating,USA,2006,15000,0,0,0,0,0,0
Travel,200000,operating,MUS,2011,200000,0,0,0,0,0,0
E-Commerce,,operating,USA,,0,0,0,0,0,0,0
CuratedWeb,1000000,operating,USA,2001,0,1000000,0,0,0,0,0
EventMagement,39083,operating,,2012,39083,0,0,0,0,0,0
Games,20000,operating,USA,2012,0,0,0,0,0,0,10000
CuratedWeb,38025999,acquired,USA,2010,0,38025999,0,0,0,0,0
EBooks,150000,operating,USA,2011,150000,0,0,0,0,0,0
,,operating,,,0,0,0,0,0,0,0
FincialServices,2000000,operating,USA,2014,2000000,0,0,0,0,0,0
ConsumerGoods,4800000,operating,GBR,2007,0,4800000,0,0,0,0,0
EnterpriseSoftware,15000000,operating,USA,1996,0,15000000,0,0,0,0,0
Security,20000,acquired,USA,,20000,0,0,0,0,0,0
Wireless,,operating,ESP,2013,0,0,0,0,0,0,0
Photography,78000000,acquired,USA,2005,0,78000000,0,0,0,0,0
Software,780000,operating,USA,2011,50000,0,0,0,0,0,0
SaaS,200000,operating,USA,2013,165000,0,0,0,0,0,0
Software,292207,,CAN,2013,0,0,0,0,0,0,292207
Art,7300000,operating,,2012,0,7300000,0,0,0,0,0
Email,,operating,,2014,0,0,0,0,0,0,0
E-Commerce,2100000,operating,,,2100000,0,0,0,0,0,0
WebDevelopment,7000000,acquired,,2006,0,7000000,0,0,0,0,0
CuratedWeb,3000000,acquired,USA,,300000,2700000,0,0,0,0,0
Games,2750000,closed,USA,2009,1000000,1750000,0,0,0,0,0
Travel,,operating,USA,2009,0,0,0,0,0,0,0
VendingandConcessions,1100000,operating,ISR,2013,1100000,0,0,0,0,0,0
Hardware+Software,14500000,acquired,USA,2004,0,14500000,0,0,0,0,0
Software,2250000,operating,,2007,0,0,0,0,0,0,0
Apps,1200000,operating,USA,2011,500000,0,0,0,0,0,700000
SocialNetworkMedia,455000,operating,USA,2011,455000,0,0,0,0,0,0
SocialMedia,15000,acquired,USA,,15000,0,0,0,0,0,0
Search,250000,operating,USA,2010,0,0,0,0,0,0,250000
E-Commerce,,operating,USA,2014,0,0,0,0,0,0,0
,500000,operating,USA,2014,0,0,0,0,0,500000,0
CuratedWeb,20000,closed,USA,2010,20000,0,0,0,0,0,0
News,40000,operating,USA,2012,0,0,40000,0,0,0,0
Software,4000,operating,USA,2014,0,0,4000,0,0,0,0
,900458,operating,IND,2004,0,900458,0,0,0,0,0
Biotechnology,10691320,acquired,DEU,,0,10691320,0,0,0,0,0
Games,5800000,operating,,,0,5800000,0,0,0,0,0
Consulting,64420000,operating,GBR,1994,0,64420000,0,0,0,0,0
Tracking,150000,closed,GBR,2006,0,150000,0,0,0,0,0
Hospitality,32000,operating,GBR,2014,0,0,32000,0,0,0,0
Search,200000,operating,GBR,2006,0,0,0,0,0,0,0
CuratedWeb,28700000,operating,CAN,2012,3750000,22750000,0,0,0,2200000,0
Manufacturing,788821,operating,NLD,,0,788821,0,0,0,0,0
HealthCare,125000,operating,USA,2001,125000,0,0,0,0,0,0
Advertising,43100000,operating,USA,2005,0,43100000,0,0,0,0,0
Cosmetics,20000,operating,,2010,20000,0,0,0,0,0,0
Gambling,500000,operating,,,500000,0,0,0,0,0,0
BrandMarketing,1087178,operating,ESP,2011,315218,771960,0,0,0,0,0
Logistics,70000,operating,USA,2011,70000,0,0,0,0,0,0
HealthCare,244000000,acquired,USA,2009,0,171000000,0,0,0,73000000,0
CuratedWeb,2616169,operating,,2010,0,1650000,0,0,0,216169,0
,3850000,operating,FIN,,3850000,0,0,0,0,0,0
Fince,,operating,ESP,2005,0,0,0,0,0,0,0
Games,,operating,,,0,0,0,0,0,0,0
Communities,1000000,operating,USA,2005,0,1000000,0,0,0,0,0
SocialMedia,3000000,closed,USA,2008,0,3000000,0,0,0,0,0
E-Commerce,2687000,operating,FRA,2008,0,2687000,0,0,0,0,0
Advertising,,operating,USA,2012,0,0,0,0,0,0,0
Fince,,operating,USA,2012,0,0,0,0,0,0,0
TwitterApplications,5100000,operating,CHE,2008,0,4100000,0,0,0,0,0
Advertising,4000000,closed,USA,2005,0,4000000,0,0,0,0,0
WebHosting,9664366,closed,AUT,2005,0,9664366,0,0,0,0,0
Events,41500,operating,GBR,2011,41500,0,0,0,0,0,0
Gambling,2710000,operating,,2008,410000,2300000,0,0,0,0,0
CuratedWeb,150000,operating,USA,2010,150000,0,0,0,0,0,0
B2B,1158129,operating,FIN,2011,129679,0,0,260227,0,0,0
FacebookApplications,389485,operating,FIN,2011,100000,0,0,0,0,0,0
Education,,operating,CHN,,0,0,0,0,0,0,0
,13510,operating,,,13510,0,0,0,0,0,0
,575000,,,2011,0,575000,0,0,0,0,0
Games,3650000,closed,,,0,3650000,0,0,0,0,0
Advertising,2000000,operating,RUS,1998,2000000,0,0,0,0,0,0
Transportation,550000,operating,IND,,0,0,0,550000,0,0,0
Alytics,6410909,operating,GBR,,0,6410909,0,0,0,0,0
,,operating,,,0,0,0,0,0,0,0
Travel,13000000,operating,USA,2003,0,7000000,0,0,0,6000000,0
,150000,operating,,,0,150000,0,0,0,0,0
HomeAutomation,12500,operating,HKG,,12500,0,0,0,0,0,0
,,operating,,,0,0,0,0,0,0,0
Nonprofits,5398800,operating,JPN,,0,5398800,0,0,0,0,0
CleanTechnology,625100,operating,USA,2009,0,325100,0,0,0,300000,0
Semiconductors,5000000,operating,CAN,,0,5000000,0,0,0,0,0
Hardware+Software,3895881,operating,SWE,1999,0,3895881,0,0,0,0,0
Home&Garden,8660000,operating,USA,2001,0,7665000,0,0,0,500000,495000
CuratedWeb,125000,operating,USA,2010,125000,0,0,0,0,0,0
PublicRelations,50000,operating,USA,2013,0,0,50000,0,0,0,0
HealthCare,6790000,operating,GBR,2001,0,6790000,0,0,0,0,0
CleanTechnology,3496500,operating,DEU,,0,3496500,0,0,0,0,0
Security,909145,operating,USA,2008,0,909145,0,0,0,0,0
Software,127839,closed,USA,2009,0,127839,0,0,0,0,0
E-Commerce,7039987,operating,USA,2011,0,7039987,0,0,0,0,0
Software,40000,operating,CHL,,40000,0,0,0,0,0,0
ProductDevelopmentServices,6500000,operating,ISR,2005,0,6500000,0,0,0,0,0
Hardware+Software,18000,operating,USA,2013,18000,0,0,0,0,0,0
,170000,,,,170000,0,0,0,0,0,0
CleanEnergy,400000,operating,USA,2009,150000,0,0,0,0,0,0
,40000,operating,,2012,40000,0,0,0,0,0,0
CuratedWeb,100000,operating,,,100000,0,0,0,0,0,0
,,operating,,,0,0,0,0,0,0,0
Alytics,175000,operating,USA,2012,175000,0,0,0,0,0,0
CleanTechnology,12000000,operating,USA,2000,0,12000000,0,0,0,0,0
CleanTechnology,392327,operating,USA,2010,0,392327,0,0,0,0,0
Hardware+Software,201956,operating,USA,2009,201956,0,0,0,0,0,0
LeadGeneration,1014987,operating,USA,2012,703883,0,0,0,0,0,0
Hardware+Software,3959672,operating,USA,2009,0,59672,0,0,0,0,0
Education,12000000,operating,AUS,2010,0,12000000,0,0,0,0,0
Hardware+Software,476388,operating,USA,2010,0,0,0,476388,0,0,0
iPodTouch,2638000,acquired,USA,2012,2638000,0,0,0,0,0,0
Fince,,operating,USA,2006,0,0,0,0,0,0,0
Mobile,80000,operating,USA,,0,80000,0,0,0,0,0
ElectricalDistribution,16393157,operating,USA,2010,0,16393157,0,0,0,0,0
Fince,1381877,operating,FRA,2011,0,0,0,0,0,0,0
SalesandMarketing,7600000,operating,USA,2012,1500000,5200000,0,0,0,900000,0
PublicTransportation,52034,,ESP,,52034,0,0,0,0,0,0
,5445337,operating,DEU,,0,5445337,0,0,0,0,0
FinceTechnology,750000,operating,BRA,2012,750000,0,0,0,0,0,0
RealEstate,1277238,operating,USA,2007,0,1277238,0,0,0,0,0
Electronics,100000,operating,USA,2012,100000,0,0,0,0,0,0
Biotechnology,5220000,acquired,USA,,0,4100000,0,0,0,1120000,0
Advertising,,acquired,DEU,2008,0,0,0,0,0,0,0
Software,3000000,operating,USA,2009,0,3000000,0,0,0,0,0
SalesandMarketing,110000,operating,IND,2007,110000,0,0,0,0,0,0
Events,1500000,operating,USA,,0,0,0,0,500000,1000000,0
Hospitality,2769598,operating,USA,,0,2769598,0,0,0,0,0
Match-Making,7800000,closed,FRA,2010,2800000,5000000,0,0,0,0,0
Software,248811,closed,JPN,2010,0,248811,0,0,0,0,0
,,operating,,,0,0,0,0,0,0,0
Alytics,128149887,operating,USA,2004,0,128149887,0,0,0,0,0
Manufacturing,,operating,USA,2005,0,0,0,0,0,0,0
Services,20690000,operating,USA,2001,0,18000000,0,0,0,2690000,0
Mobile,2000000,operating,USA,2013,0,0,0,0,0,0,2000000
ElectricalDistribution,4798337,operating,GBR,2008,0,0,0,4798337,0,0,0
Education,179162,operating,,2011,179162,0,0,0,0,0,0
,12500,operating,,,12500,0,0,0,0,0,0
EmailMarketing,17325496,operating,USA,2010,0,10325496,0,0,0,7000000,0
HumanResources,4600000,acquired,USA,2010,1250000,3350000,0,0,0,0,0
Software,5000000,acquired,NOR,,0,5000000,0,0,0,0,0
Software,250000,operating,USA,,50000,0,0,0,0,200000,0
Software,8520000,operating,FRA,2003,0,8520000,0,0,0,0,0
Education,,operating,USA,2013,0,0,0,0,0,0,0
iPad,250000,operating,DEU,2011,0,0,0,0,0,0,0
CleanTechnology,1515000,operating,USA,,0,1515000,0,0,0,0,0
FleetMagement,1507962,operating,CAN,2013,1507962,0,0,0,0,0,0
Biotechnology,7673434,operating,USA,1989,800000,4373434,0,0,0,2500000,0
SocialMediaMarketing,30000000,acquired,GBR,1999,0,30000000,0,0,0,0,0
Fince,5170000,closed,GBR,2006,0,5170000,0,0,0,0,0
Automotive,,operating,FRA,2009,0,0,0,0,0,0,0
Hardware+Software,1518160,operating,USA,2010,1183160,0,0,0,0,335000,0
Consumers,,operating,,,0,0,0,0,0,0,0
CleanTechnology,40000,operating,CHL,2013,40000,0,0,0,0,0,0
Hardware+Software,453000,operating,FRA,,0,453000,0,0,0,0,0
Mobile,40450000,operating,CHN,2013,0,40450000,0,0,0,0,0
ContentDelivery,,operating,USA,,0,0,0,0,0,0,0
Semiconductors,4011821,operating,,,0,4011821,0,0,0,0,0
Shoes,50000,operating,,2014,50000,0,0,0,0,0,0
EnterpriseSoftware,63099998,operating,USA,2009,0,63099998,0,0,0,0,0
WebHosting,15000000,operating,USA,1991,0,15000000,0,0,0,0,0
,1400000,,RUS,2012,0,1400000,0,0,0,0,0
Hospitality,250000,operating,,,0,250000,0,0,0,0,0
Services,100000,operating,USA,2008,0,0,0,0,0,100000,0
Apps,40200000,operating,JPN,2012,0,40200000,0,0,0,0,0
Education,370000,operating,USA,2013,370000,0,0,0,0,0,0
Education,1750000,operating,CHN,2010,750000,1000000,0,0,0,0,0
SocialMedia,10000000,operating,CHN,2002,0,10000000,0,0,0,0,0
,10000000,operating,CHN,2001,0,10000000,0,0,0,0,0
Software,1400000,operating,USA,,0,1400000,0,0,0,0,0
Software,,operating,CAN,2010,0,0,0,0,0,0,0
,9517008,operating,USA,,0,9517008,0,0,0,0,0
EnterpriseSoftware,1825000,operating,USA,2011,500000,1300000,0,0,0,0,0
Advertising,25000,operating,USA,2013,0,0,25000,0,0,0,0
Software,15460000,operating,USA,2010,0,15460000,0,0,0,0,0
Software,,operating,IND,2012,0,0,0,0,0,0,0
Networking,,operating,DNK,,0,0,0,0,0,0,0
EnterpriseSoftware,67440000,operating,USA,2005,0,67440000,0,0,0,0,0
CollaborativeConsumption,750000,operating,USA,2012,0,750000,0,0,0,0,0
Software,250000,acquired,USA,1999,0,250000,0,0,0,0,0
WebHosting,8785764,operating,USA,2011,0,0,0,0,0,8785764,0
Search,,,,2012,0,0,0,0,0,0,0
Travel,,operating,USA,2014,0,0,0,0,0,0,0
CertificationTest,10600000,operating,CHN,,0,10600000,0,0,0,0,0
Advertising,643300,operating,USA,2011,643300,0,0,0,0,0,0
WebHosting,48670000,acquired,USA,,0,12000000,0,0,0,36670000,0
HomeAutomation,15500000,acquired,USA,2012,3000000,12500000,0,0,0,0,0
Apps,,operating,GBR,2012,0,0,0,0,0,0,0
Advertising,5000000,,USA,2004,0,5000000,0,0,0,0,0
Software,5800000,operating,USA,2007,0,1300000,0,0,0,0,4500000
,40000,operating,HUN,,40000,0,0,0,0,0,0
EnterpriseSoftware,5850000,operating,USA,1996,1750000,4100000,0,0,0,0,0
Medical,,operating,USA,2001,0,0,0,0,0,0,0
Networking,,operating,USA,2001,0,0,0,0,0,0,0
EnterpriseSoftware,200000,operating,DEU,2013,0,0,0,0,0,0,0
Education,501550,operating,USA,2007,26550,475000,0,0,0,0,0
Mobile,300000,operating,,,0,0,0,0,0,0,0
,,operating,,,0,0,0,0,0,0,0
E-Commerce,6940000,,USA,2009,4740000,2200000,0,0,0,0,0
Software,400000,operating,GBR,2012,0,0,0,0,0,0,0
RealEstate,18550000,operating,USA,2009,0,18550000,0,0,0,0,0
SocialMedia,40000,operating,USA,2013,40000,0,0,0,0,0,0
Television,120000,operating,USA,,40000,0,0,0,0,30000,0
Messaging,1350000,operating,USA,2007,1350000,0,0,0,0,0,0
Hospitality,35000000,operating,USA,2007,0,35000000,0,0,0,0,0
Games,,operating,USA,2012,0,0,0,0,0,0,0
Software,9000000,operating,USA,2007,0,9000000,0,0,0,0,0
CuratedWeb,40000,operating,USA,2010,40000,0,0,0,0,0,0
CleanTechnology,670000,operating,USA,2012,670000,0,0,0,0,0,0
Education,889120,operating,KOR,2011,0,889120,0,0,0,0,0
Fince,13068971,,DEU,,0,5419600,0,7649371,0,0,0
Software,3000000,operating,USA,2004,0,0,0,0,0,0,3000000
TwitterApplications,,operating,USA,2009,0,0,0,0,0,0,0
Networking,,operating,IND,2014,0,0,0,0,0,0,0
,,operating,JPN,2007,0,0,0,0,0,0,0
Games,11735160,operating,,2006,2507600,9227560,0,0,0,0,0
Fashion,12000000,operating,,,0,12000000,0,0,0,0,0
Hardware+Software,,operating,CHN,2000,0,0,0,0,0,0,0
Software,3593500,operating,FRA,1990,0,3593500,0,0,0,0,0
SocialNetworkMedia,1000000,operating,KOR,2013,1000000,0,0,0,0,0,0
ConsumerInternet,14399999,acquired,USA,2005,0,14399999,0,0,0,0,0
Software,2000000,closed,USA,2009,0,0,0,0,0,0,0
Biotechnology,3432992,operating,USA,1996,0,432992,0,0,0,3000000,0
Energy,,operating,,1936,0,0,0,0,0,0,0
Consulting,,operating,USA,2013,0,0,0,0,0,0,0
Games,29000000,operating,USA,2007,0,29000000,0,0,0,0,0
Alytics,,operating,USA,2001,0,0,0,0,0,0,0
Manufacturing,67000000,operating,USA,2009,0,67000000,0,0,0,0,0
Software,12467197,operating,USA,1982,0,6881000,0,0,0,0,0
Biotechnology,620000,operating,USA,2009,0,620000,0,0,0,0,0
Fashion,1022917,operating,GBR,2011,1022917,0,0,0,0,0,0
Music,75000,operating,USA,2010,75000,0,0,0,0,0,0
ConsumerElectronics,100000,operating,USA,2013,0,0,0,0,0,0,0
notechnology,2500000,operating,SWE,2005,2500000,0,0,0,0,0,0
PriceComparison,1000000,operating,USA,2010,0,0,0,0,0,0,0
,,operating,,,0,0,0,0,0,0,0
Fince,2125000,operating,USA,2011,1700000,0,0,0,0,0,0
Transportation,1100000,operating,SGP,2011,0,1100000,0,0,0,0,0
CuratedWeb,60000,closed,USA,2009,60000,0,0,0,0,0,0
HealthandWellness,1359620,operating,USA,2010,0,0,0,0,0,1359620,0
EnterpriseSoftware,60000000,operating,USA,1995,0,60000000,0,0,0,0,0
Mobile,22000000,operating,IND,1994,0,22000000,0,0,0,0,0
,111274895,operating,USA,2010,0,111274895,0,0,0,0,0
Biotechnology,3372371,operating,USA,2009,0,3372371,0,0,0,0,0
Education,35000,operating,USA,2009,0,0,0,0,0,0,0
HealthCare,10500000,closed,ISR,2004,0,10500000,0,0,0,0,0
Software,,operating,USA,2011,0,0,0,0,0,0,0
Music,42100000,operating,USA,2008,1600000,40500000,0,0,0,0,0
Security,1670000,operating,NZL,2006,0,1670000,0,0,0,0,0
SocialMediaMarketing,213000,operating,USA,2013,180000,33000,0,0,0,0,0
Pharmaceuticals,843973,operating,SWE,2011,85710,0,0,0,0,0,0
Video,,operating,,2008,0,0,0,0,0,0,0
Software,,operating,USA,,0,0,0,0,0,0,0
Transportation,30000,closed,USA,2010,30000,0,0,0,0,0,0
CleanTechnology,,operating,FRA,,0,0,0,0,0,0,0
Consulting,41000000,operating,USA,1999,0,41000000,0,0,0,0,0
Video,29472731,operating,USA,2008,0,22472731,0,0,0,7000000,0
Search,210907,operating,GBR,2007,210907,0,0,0,0,0,0
Tablets,13450000,operating,AUS,2011,650000,11800000,0,0,0,0,0
,,operating,USA,2003,0,0,0,0,0,0,0
Networking,9250000,operating,USA,2005,0,8500000,0,0,0,0,0
CuratedWeb,10000000,operating,USA,2004,0,10000000,0,0,0,0,0
Software,800000,operating,USA,2012,0,0,0,0,0,800000,0
CuratedWeb,,operating,USA,2010,0,0,0,0,0,0,0
Software,3550000,operating,USA,2001,0,3550000,0,0,0,0,0
SocialCommerce,1560000,operating,USA,2013,1500000,60000,0,0,0,0,0
FileSharing,162985000,operating,USA,2011,485000,142500000,0,0,0,0,0
MobileGames,150000,operating,USA,2011,150000,0,0,0,0,0,0
iOS,,operating,,2014,0,0,0,0,0,0,0
FileSharing,85000,operating,USA,2012,85000,0,0,0,0,0,0
E-Commerce,1062700000,operating,IND,2010,0,335700000,0,0,0,0,727000000
Fashion,4000000,operating,JPN,,0,4000000,0,0,0,0,0
Mobile,1500000,acquired,USA,2011,1500000,0,0,0,0,0,0
EnterpriseSoftware,10760000,operating,USA,2007,0,10760000,0,0,0,0,0
Photography,43500000,acquired,USA,1999,0,43500000,0,0,0,0,0
Mobile,,operating,USA,,0,0,0,0,0,0,0
CuratedWeb,10000000,operating,USA,2011,2000000,8000000,0,0,0,0,0
HealthandWellness,650000,operating,USA,,250000,0,0,0,0,0,0
Software,22300000,acquired,USA,2003,0,22300000,0,0,0,0,0
CuratedWeb,,acquired,USA,2011,0,0,0,0,0,0,0
Kinect,30424,operating,FRA,2013,30424,0,0,0,0,0,0
SocialMedia,650000,closed,USA,,0,650000,0,0,0,0,0
DevelopmentPlatforms,580000,operating,IND,,580000,0,0,0,0,0,0
CloudDataServices,58799998,operating,USA,2006,0,58799998,0,0,0,0,0
HealthCare,600000,operating,USA,2013,600000,0,0,0,0,0,0
iOS,50000,operating,USA,2012,0,50000,0,0,0,0,0
E-Commerce,8800000,acquired,USA,2000,0,7800000,0,0,0,1000000,0
MobileSecurity,,operating,USA,2009,0,0,0,0,0,0,0
NFC,3798030,operating,FRA,2008,732800,3065230,0,0,0,0,0
MicroBlogging,,operating,USA,2008,0,0,0,0,0,0,0
AppStores,5000000,operating,USA,2011,0,5000000,0,0,0,0,0
Mobile,1000000,operating,USA,,0,1000000,0,0,0,0,0
Mobile,,operating,USA,2014,0,0,0,0,0,0,0
Transportation,,operating,USA,2014,0,0,0,0,0,0,0
CloudComputing,759260,acquired,USA,2010,0,759260,0,0,0,0,0
Software,10800000,operating,USA,2010,0,10800000,0,0,0,0,0
AugmentedReality,4510000,operating,USA,2011,0,2260000,0,0,0,0,0
Software,,operating,USA,2013,0,0,0,0,0,0,0
Tracking,10000,operating,USA,2011,10000,0,0,0,0,0,0
Mobile,11250000,operating,USA,2010,250000,11000000,0,0,0,0,0
PublicRelations,,operating,USA,2011,0,0,0,0,0,0,0
,90000,operating,USA,,0,0,0,90000,0,0,0
Hotels,2203613,operating,AUT,2013,2203613,0,0,0,0,0,0
,325000,operating,USA,2010,325000,0,0,0,0,0,0
Advice,500000,operating,CAN,2009,0,500000,0,0,0,0,0
Software,50,operating,USA,2013,0,0,50,0,0,0,0
OpenSource,,operating,ZAF,2011,0,0,0,0,0,0,0
Advertising,,closed,USA,2007,0,0,0,0,0,0,0
Mobile,1950000,operating,HKG,2013,1950000,0,0,0,0,0,0
Advertising,4000000,acquired,USA,2006,0,4000000,0,0,0,0,0
ComparisonShopping,400000,operating,,2012,0,0,0,0,0,0,0
CuratedWeb,2500000,operating,USA,2010,0,2500000,0,0,0,0,0
PriceComparison,409268,operating,,2014,409268,0,0,0,0,0,0
Mobile,6000000,acquired,GBR,1994,0,6000000,0,0,0,0,0
Apps,600000,operating,USA,,600000,0,0,0,0,0,0
Mobile,3500000,operating,USA,2012,0,0,0,0,0,0,0
Messaging,12000000,acquired,USA,2005,0,12000000,0,0,0,0,0
Advertising,1400000,,,2012,1400000,0,0,0,0,0,0
Colleges,716807,,USA,2009,0,716807,0,0,0,0,0
PhotoSharing,50000,operating,USA,2013,50000,0,0,0,0,0,0
Hospitality,,operating,USA,2012,0,0,0,0,0,0,0
Games,680000,operating,USA,,0,0,0,0,0,0,0
DataIntegration,6900000,operating,USA,2011,4100000,2800000,0,0,0,0,0
Graphics,100000,acquired,USA,2011,100000,0,0,0,0,0,0
CuratedWeb,,operating,USA,2014,0,0,0,0,0,0,0
Software,25000,operating,USA,2012,25000,0,0,0,0,0,0
CuratedWeb,15000,closed,USA,2008,15000,0,0,0,0,0,0
SocialBuying,4074999,closed,USA,2007,2525000,1549999,0,0,0,0,0
SEO,25000,operating,,2009,25000,0,0,0,0,0,0
Music,500000,operating,,2013,500000,0,0,0,0,0,0
CuratedWeb,,acquired,,2005,0,0,0,0,0,0,0
iPhone,2845000,operating,USA,2011,0,0,0,0,0,1845000,0
Apps,16000,operating,ISL,2013,16000,0,0,0,0,0,0
SocialNetworkMedia,1500000,operating,USA,2011,0,1500000,0,0,0,0,0
E-Commerce,1020000,operating,USA,2010,0,320000,0,0,0,0,0
Games,25000000,acquired,USA,,0,25000000,0,0,0,0,0
Governments,7300000,operating,USA,,0,0,0,0,0,0,0
LifestyleProducts,17000,operating,USA,2010,17000,0,0,0,0,0,0
Mobile,390000,operating,,2012,390000,0,0,0,0,0,0
Security,1215000,operating,USA,2013,0,0,0,0,0,1215000,0
ReviewsandRecommendations,3300000,operating,USA,2006,0,0,0,0,0,0,0
Electronics,141699,operating,FRA,2010,0,0,0,0,0,0,0
CuratedWeb,2000000,operating,USA,2012,2000000,0,0,0,0,0,0
CuratedWeb,1286600,operating,DEU,2012,0,1286600,0,0,0,0,0
Software,2345000,operating,USA,,2300000,45000,0,0,0,0,0
Fince,53084832,operating,CHN,,0,53084832,0,0,0,0,0
Software,26000000,operating,,2012,0,26000000,0,0,0,0,0
FinceTechnology,6000000,operating,USA,,0,6000000,0,0,0,0,0
Nonprofits,11000000,operating,USA,,0,0,0,0,0,0,0
Security,1060000,operating,USA,2012,790000,270000,0,0,0,0,0
,10400000,closed,IND,1996,0,10400000,0,0,0,0,0
Toys,5417787,operating,USA,2010,3047000,1880787,0,0,0,490000,0
CuratedWeb,300000,operating,USA,2010,0,0,0,0,0,300000,0
Software,2076250,acquired,USA,2010,0,2076250,0,0,0,0,0
Games,24700000,operating,,,0,24700000,0,0,0,0,0
Alytics,50000,operating,NLD,2011,50000,0,0,0,0,0,0
EnterpriseSoftware,155000,operating,USA,2010,155000,0,0,0,0,0,0
Sensors,11260617,operating,,2012,1500000,7533773,0,0,0,2226844,0
CuratedWeb,5000000,operating,GBR,2011,5000000,0,0,0,0,0,0
Mobile,521000,operating,SGP,2012,521000,0,0,0,0,0,0
Software,415000,operating,,2006,0,415000,0,0,0,0,0
Medical,,operating,USA,2012,0,0,0,0,0,0,0
BigData,,,DEU,2012,0,0,0,0,0,0,0
Software,21000000,operating,USA,2001,0,11000000,0,0,0,10000000,0
CleanTechnology,25000,operating,,2008,25000,0,0,0,0,0,0
,,operating,FRA,,0,0,0,0,0,0,0
CleanTechnology,10000000,operating,USA,2006,0,10000000,0,0,0,0,0
CuratedWeb,95652,operating,GBR,2012,0,0,0,0,0,0,95652
SMS,10125000,operating,USA,2004,125000,5000000,0,0,0,5000000,0
E-Commerce,1355000,operating,USA,2010,100000,0,0,0,0,1255000,0
Advertising,10000,operating,,2011,0,10000,0,0,0,0,0
